Date,Price,Open,High,Low,Vol.,Change %
06/07/2018,1.3151,1.3137,1.3166,1.3113,,0.11%
05/07/2018,1.3137,1.3134,1.3174,1.3109,,0.01%
04/07/2018,1.3136,1.3099,1.3155,1.3081,,0.33%
03/07/2018,1.3093,1.3057,1.3114,1.3041,,0.26%
02/07/2018,1.3059,1.3056,1.3119,1.3034,,-0.21%
29/06/2018,1.3086,1.3047,1.3125,1.3027,,0.31%
28/06/2018,1.3045,1.3078,1.3089,1.303,,-0.24%
27/06/2018,1.3076,1.3104,1.3125,1.306,,-0.20%
26/06/2018,1.3102,1.3111,1.3132,1.3066,,-0.02%
25/06/2018,1.3104,1.3116,1.3127,1.3059,,-0.05%
22/06/2018,1.311,1.3141,1.3181,1.3084,,-0.25%
21/06/2018,1.3143,1.3124,1.3174,1.3063,,0.16%
20/06/2018,1.3122,1.3101,1.3167,1.3084,,0.15%
19/06/2018,1.3103,1.3181,1.3195,1.3078,,-0.58%
18/06/2018,1.318,1.323,1.3254,1.3157,,-0.56%
15/06/2018,1.3254,1.3223,1.3275,1.3191,,0.23%
14/06/2018,1.3223,1.3183,1.3264,1.3164,,0.30%
13/06/2018,1.3183,1.3196,1.3208,1.3144,,-0.10%
12/06/2018,1.3196,1.3186,1.3216,1.3138,,0.14%
11/06/2018,1.3178,1.3205,1.326,1.3168,,-0.26%
08/06/2018,1.3213,1.3161,1.3232,1.3144,,0.40%
07/06/2018,1.3161,1.3228,1.3249,1.3125,,-0.52%
06/06/2018,1.323,1.3191,1.3275,1.3175,,0.31%
05/06/2018,1.3189,1.315,1.3208,1.3143,,0.29%
04/06/2018,1.3151,1.3181,1.3231,1.3144,,-0.30%
01/06/2018,1.319,1.3108,1.3209,1.3081,,0.59%
31/05/2018,1.3112,1.3144,1.318,1.3057,,-0.27%
30/05/2018,1.3148,1.3138,1.3188,1.3101,,0.08%
29/05/2018,1.3138,1.3226,1.3238,1.3052,,-0.70%
28/05/2018,1.323,1.3174,1.3256,1.3154,,0.43%
25/05/2018,1.3174,1.3269,1.3282,1.3159,,-0.72%
24/05/2018,1.3269,1.329,1.332,1.3234,,-0.14%
23/05/2018,1.3287,1.3337,1.3346,1.3177,,-0.38%
22/05/2018,1.3338,1.3394,1.3437,1.3311,,-0.42%
21/05/2018,1.3394,1.3441,1.3459,1.3377,,-0.38%
18/05/2018,1.3445,1.3538,1.3544,1.3419,,-0.68%
17/05/2018,1.3537,1.3504,1.3574,1.3498,,0.24%
16/05/2018,1.3504,1.3526,1.3534,1.3462,,-0.15%
15/05/2018,1.3524,1.3562,1.3578,1.3494,,-0.29%
14/05/2018,1.3564,1.3563,1.3591,1.3532,,0.09%
11/05/2018,1.3552,1.3563,1.3581,1.3535,,-0.09%
10/05/2018,1.3564,1.3616,1.3653,1.351,,-0.40%
09/05/2018,1.3618,1.3569,1.3645,1.3544,,0.35%
08/05/2018,1.357,1.3595,1.3623,1.3522,,-0.18%
07/05/2018,1.3594,1.3534,1.362,1.3521,,0.46%
04/05/2018,1.3532,1.3545,1.3581,1.3515,,-0.08%
03/05/2018,1.3543,1.3568,1.3584,1.3524,,-0.21%
02/05/2018,1.3571,1.3564,1.3611,1.3527,,0.04%
01/05/2018,1.3565,1.3634,1.3654,1.3532,,-0.58%
30/04/2018,1.3644,1.3617,1.3657,1.3568,,0.22%
27/04/2018,1.3614,1.3766,1.3796,1.3604,,-1.13%
26/04/2018,1.3769,1.3701,1.3786,1.3684,,0.51%
25/04/2018,1.3699,1.3681,1.3725,1.3675,,0.12%
24/04/2018,1.3682,1.3635,1.3712,1.3615,,0.34%
23/04/2018,1.3636,1.3663,1.3689,1.36,,-0.10%
20/04/2018,1.3649,1.3687,1.372,1.3628,,-0.28%
19/04/2018,1.3688,1.3755,1.3809,1.3672,,-0.52%
18/04/2018,1.376,1.3807,1.3861,1.3725,,-0.32%
17/04/2018,1.3804,1.3765,1.384,1.3757,,0.29%
16/04/2018,1.3764,1.3719,1.3773,1.3676,,0.43%
13/04/2018,1.3705,1.3695,1.3747,1.3687,,0.07%
12/04/2018,1.3696,1.3578,1.3719,1.3571,,0.88%
11/04/2018,1.3577,1.3561,1.3644,1.3557,,0.07%
10/04/2018,1.3567,1.3513,1.3577,1.3508,,0.41%
09/04/2018,1.3512,1.3523,1.3557,1.3496,,-0.04%
06/04/2018,1.3518,1.3492,1.3547,1.346,,0.20%
05/04/2018,1.3491,1.3528,1.3542,1.346,,-0.29%
04/04/2018,1.353,1.3477,1.3534,1.3438,,0.38%
03/04/2018,1.3479,1.3419,1.35,1.3409,,0.45%
02/04/2018,1.3419,1.3381,1.3428,1.3365,,0.34%
30/03/2018,1.3374,1.3416,1.3435,1.3366,,-0.25%
29/03/2018,1.3408,1.3468,1.3483,1.3406,,-0.45%
28/03/2018,1.3468,1.3402,1.3491,1.3396,,0.48%
27/03/2018,1.3404,1.3457,1.3466,1.3361,,-0.38%
26/03/2018,1.3455,1.3396,1.3472,1.3374,,0.51%
23/03/2018,1.3387,1.3379,1.344,1.3332,,0.05%
22/03/2018,1.338,1.343,1.3468,1.3342,,-0.37%
21/03/2018,1.343,1.339,1.3444,1.3364,,0.31%
20/03/2018,1.3389,1.3337,1.3393,1.3331,,0.38%
19/03/2018,1.3338,1.3265,1.3413,1.3263,,0.47%
16/03/2018,1.3275,1.3262,1.3295,1.3233,,0.11%
15/03/2018,1.3261,1.3191,1.3271,1.3162,,0.52%
14/03/2018,1.3193,1.318,1.3244,1.317,,0.10%
13/03/2018,1.318,1.3178,1.3212,1.315,,0.02%
12/03/2018,1.3177,1.3176,1.3205,1.3151,,0.03%
09/03/2018,1.3173,1.3137,1.3195,1.3113,,0.27%
08/03/2018,1.3138,1.3116,1.3152,1.3087,,0.18%
07/03/2018,1.3115,1.3063,1.3122,1.2981,,0.39%
06/03/2018,1.3064,1.3019,1.3075,1.2992,,0.35%
05/03/2018,1.3018,1.293,1.3042,1.2898,,0.51%
02/03/2018,1.2952,1.2976,1.2983,1.2864,,-0.18%
01/03/2018,1.2975,1.2999,1.3054,1.2961,,-0.18%
28/02/2018,1.2998,1.3062,1.312,1.299,,-0.47%
27/02/2018,1.306,1.3104,1.3113,1.3037,,-0.32%
26/02/2018,1.3102,1.3091,1.3148,1.3067,,0.13%
23/02/2018,1.3085,1.3017,1.3106,1.3008,,0.48%
22/02/2018,1.3022,1.3071,1.3077,1.2993,,-0.35%
21/02/2018,1.3068,1.3103,1.3122,1.3032,,-0.25%
20/02/2018,1.3101,1.301,1.3125,1.2989,,0.68%
19/02/2018,1.3013,1.3021,1.3032,1.2986,,-0.12%
16/02/2018,1.3029,1.3001,1.3029,1.2962,,0.22%
15/02/2018,1.3,1.3009,1.3043,1.2966,,-0.05%
14/02/2018,1.3007,1.2989,1.3034,1.2913,,0.15%
13/02/2018,1.2987,1.2995,1.3016,1.2936,,-0.08%
12/02/2018,1.2997,1.2999,1.3027,1.2948,,-0.09%
09/02/2018,1.3009,1.3023,1.3129,1.2915,,-0.11%
08/02/2018,1.3023,1.3099,1.3243,1.3006,,-0.57%
07/02/2018,1.3098,1.3057,1.3133,1.3027,,0.32%
06/02/2018,1.3056,1.3004,1.3106,1.2979,,0.42%
05/02/2018,1.3002,1.3156,1.3161,1.2981,,-1.14%
02/02/2018,1.3152,1.3216,1.3238,1.3142,,-0.47%
01/02/2018,1.3214,1.3219,1.3303,1.3197,,-0.03%
31/01/2018,1.3218,1.3216,1.3248,1.316,,0.02%
30/01/2018,1.3216,1.3194,1.3236,1.3107,,0.16%
29/01/2018,1.3195,1.3224,1.3261,1.3146,,-0.27%
26/01/2018,1.3231,1.3313,1.3359,1.3205,,-0.59%
25/01/2018,1.3309,1.3464,1.3497,1.3288,,-1.15%
24/01/2018,1.3464,1.341,1.3487,1.3381,,0.42%
23/01/2018,1.3408,1.3451,1.3462,1.3386,,-0.35%
22/01/2018,1.3455,1.3358,1.3466,1.3334,,0.87%
19/01/2018,1.3339,1.3325,1.336,1.3283,,0.13%
18/01/2018,1.3322,1.3352,1.3361,1.3291,,-0.22%
17/01/2018,1.3352,1.3235,1.336,1.3228,,0.88%
16/01/2018,1.3235,1.3281,1.3307,1.322,,-0.36%
15/01/2018,1.3283,1.3295,1.3313,1.3239,,-0.08%
12/01/2018,1.3293,1.3211,1.3314,1.3197,,0.61%
11/01/2018,1.3212,1.3217,1.3241,1.3172,,-0.02%
10/01/2018,1.3214,1.3317,1.3325,1.3189,,-0.77%
09/01/2018,1.3316,1.3256,1.332,1.3251,,0.45%
08/01/2018,1.3257,1.3236,1.3272,1.3215,,0.17%
05/01/2018,1.3234,1.3207,1.3264,1.32,,0.19%
04/01/2018,1.3209,1.3207,1.3236,1.319,,0.04%
03/01/2018,1.3204,1.3201,1.3251,1.3194,,0.02%
02/01/2018,1.3202,1.3163,1.3226,1.3143,,0.33%
01/01/2018,1.3159,1.317,1.3178,1.3147,,-0.07%
29/12/2017,1.3168,1.3156,1.3215,1.3139,,0.09%
28/12/2017,1.3156,1.3213,1.3228,1.3142,,-0.44%
27/12/2017,1.3214,1.323,1.3296,1.3207,,-0.11%
26/12/2017,1.3229,1.3218,1.3251,1.3205,,0.10%
25/12/2017,1.3216,1.3214,1.3248,1.3207,,-0.02%
22/12/2017,1.3219,1.3232,1.3264,1.3207,,-0.10%
21/12/2017,1.3232,1.3202,1.3238,1.3167,,0.21%
20/12/2017,1.3204,1.3184,1.3263,1.3176,,0.17%
19/12/2017,1.3182,1.3191,1.3205,1.3148,,-0.08%
18/12/2017,1.3192,1.321,1.3259,1.3175,,-0.02%
15/12/2017,1.3195,1.3285,1.3295,1.3174,,-0.68%
14/12/2017,1.3286,1.3225,1.3312,1.3196,,0.45%
13/12/2017,1.3227,1.3203,1.326,1.3159,,0.16%
12/12/2017,1.3206,1.323,1.3262,1.3178,,-0.19%
11/12/2017,1.3231,1.3295,1.332,1.3207,,-0.50%
08/12/2017,1.3298,1.3401,1.3473,1.3266,,-0.75%
07/12/2017,1.3398,1.3256,1.3409,1.3218,,1.07%
06/12/2017,1.3256,1.3273,1.328,1.3204,,-0.14%
05/12/2017,1.3274,1.3276,1.3291,1.3183,,-0.02%
04/12/2017,1.3277,1.3163,1.3322,1.3137,,0.92%
01/12/2017,1.3156,1.3304,1.3326,1.314,,-1.11%
30/11/2017,1.3304,1.3201,1.3319,1.3196,,0.77%
29/11/2017,1.3202,1.3128,1.3238,1.3124,,0.56%
28/11/2017,1.3129,1.3067,1.3176,1.3002,,0.43%
27/11/2017,1.3073,1.3068,1.3126,1.3037,,0.04%
24/11/2017,1.3068,1.3064,1.3089,1.303,,0.03%
23/11/2017,1.3064,1.3084,1.3095,1.3032,,-0.16%
22/11/2017,1.3085,1.3126,1.3139,1.3038,,-0.31%
21/11/2017,1.3126,1.3148,1.3187,1.3113,,-0.19%
20/11/2017,1.3151,1.3067,1.3157,1.3031,,0.67%
17/11/2017,1.3063,1.3118,1.3154,1.3052,,-0.41%
16/11/2017,1.3117,1.3017,1.3123,1.301,,0.77%
15/11/2017,1.3017,1.3027,1.3046,1.2955,,-0.07%
14/11/2017,1.3026,1.3069,1.308,1.2982,,-0.32%
13/11/2017,1.3068,1.3129,1.3143,1.3001,,-0.51%
10/11/2017,1.3135,1.3067,1.3169,1.3046,,0.52%
09/11/2017,1.3067,1.3117,1.3147,1.3031,,-0.38%
08/11/2017,1.3117,1.3165,1.3175,1.3081,,-0.38%
07/11/2017,1.3167,1.3139,1.3177,1.3099,,0.21%
06/11/2017,1.3139,1.3095,1.3149,1.3057,,0.41%
03/11/2017,1.3086,1.305,1.3109,1.3033,,0.28%
02/11/2017,1.305,1.329,1.3297,1.303,,-1.81%
01/11/2017,1.329,1.3252,1.3333,1.3243,,0.28%
31/10/2017,1.3253,1.3133,1.326,1.313,,0.90%
30/10/2017,1.3135,1.3091,1.3197,1.3076,,0.28%
27/10/2017,1.3098,1.3131,1.3142,1.3055,,-0.24%
26/10/2017,1.313,1.3128,1.3141,1.3054,,0.02%
25/10/2017,1.3127,1.3018,1.3168,1.2984,,0.83%
24/10/2017,1.3019,1.3,1.3032,1.2975,,0.15%
23/10/2017,1.2999,1.2979,1.3034,1.2972,,0.13%
20/10/2017,1.2982,1.2848,1.3,1.2833,,1.04%
19/10/2017,1.2848,1.2962,1.2971,1.283,,-0.88%
18/10/2017,1.2962,1.2907,1.2966,1.2893,,0.43%
17/10/2017,1.2907,1.2927,1.2982,1.2889,,-0.15%
16/10/2017,1.2926,1.297,1.2994,1.2904,,-0.17%
13/10/2017,1.2948,1.2935,1.3,1.292,,0.10%
12/10/2017,1.2935,1.2873,1.2958,1.2783,,0.48%
11/10/2017,1.2873,1.2876,1.2892,1.2812,,-0.02%
10/10/2017,1.2875,1.2875,1.2904,1.2853,,-0.01%
09/10/2017,1.2876,1.2782,1.2908,1.277,,0.77%
06/10/2017,1.2778,1.2834,1.2841,1.2746,,-0.44%
05/10/2017,1.2834,1.2914,1.2925,1.283,,-0.64%
04/10/2017,1.2917,1.2893,1.2962,1.2875,,0.20%
03/10/2017,1.2891,1.2942,1.2986,1.2884,,-0.39%
02/10/2017,1.2942,1.2963,1.2986,1.2848,,-0.22%
29/09/2017,1.2971,1.3041,1.3047,1.2952,,-0.54%
28/09/2017,1.3041,1.3014,1.3086,1.3004,,0.22%
27/09/2017,1.3013,1.3039,1.3097,1.3003,,-0.21%
26/09/2017,1.304,1.3018,1.3111,1.3009,,0.19%
25/09/2017,1.3015,1.3077,1.3177,1.2958,,-0.48%
22/09/2017,1.3078,1.3183,1.319,1.3045,,-0.80%
21/09/2017,1.3184,1.3087,1.32,1.3077,,0.73%
20/09/2017,1.3088,1.3006,1.3121,1.2974,,0.64%
19/09/2017,1.3005,1.2976,1.3046,1.295,,0.24%
18/09/2017,1.2974,1.3032,1.308,1.2958,,-0.57%
15/09/2017,1.3048,1.2905,1.308,1.287,,1.12%
14/09/2017,1.2903,1.2737,1.295,1.2714,,1.30%
13/09/2017,1.2738,1.2756,1.2797,1.2716,,-0.14%
12/09/2017,1.2756,1.2589,1.2781,1.2585,,1.34%
11/09/2017,1.2587,1.2471,1.2601,1.2445,,0.97%
08/09/2017,1.2466,1.2453,1.2517,1.2386,,0.10%
07/09/2017,1.2453,1.2475,1.2516,1.2424,,-0.17%
06/09/2017,1.2474,1.245,1.2503,1.2423,,0.19%
05/09/2017,1.245,1.2389,1.2474,1.2343,,0.45%
04/09/2017,1.2394,1.2502,1.2508,1.2358,,-0.79%
01/09/2017,1.2493,1.2396,1.2509,1.238,,0.79%
31/08/2017,1.2395,1.2455,1.2466,1.2369,,-0.47%
30/08/2017,1.2454,1.2347,1.2465,1.2326,,0.87%
29/08/2017,1.2346,1.2352,1.2367,1.222,,-0.06%
28/08/2017,1.2354,1.2344,1.2388,1.2289,,0.18%
25/08/2017,1.2332,1.2358,1.2386,1.2296,,-0.20%
24/08/2017,1.2357,1.2351,1.238,1.2329,,0.02%
23/08/2017,1.2355,1.2417,1.2433,1.234,,-0.49%
22/08/2017,1.2416,1.2408,1.2433,1.2375,,0.05%
21/08/2017,1.241,1.2423,1.2484,1.2393,,-0.13%
18/08/2017,1.2426,1.2391,1.2446,1.235,,0.28%
17/08/2017,1.2391,1.2457,1.2491,1.2372,,-0.47%
16/08/2017,1.245,1.2519,1.2585,1.2427,,-0.54%
15/08/2017,1.2518,1.2602,1.265,1.2495,,-0.67%
14/08/2017,1.2603,1.25,1.2624,1.25,,0.70%
11/08/2017,1.2516,1.249,1.2528,1.2434,,0.21%
10/08/2017,1.249,1.2527,1.2573,1.2483,,-0.34%
09/08/2017,1.2532,1.2658,1.2664,1.2482,,-0.99%
08/08/2017,1.2657,1.2679,1.2703,1.2628,,-0.21%
07/08/2017,1.2684,1.2677,1.2725,1.2659,,0.01%
04/08/2017,1.2683,1.2725,1.2756,1.2663,,-0.34%
03/08/2017,1.2726,1.2839,1.2855,1.2704,,-0.86%
02/08/2017,1.2837,1.2749,1.2853,1.2744,,0.67%
01/08/2017,1.2751,1.2778,1.28,1.2738,,-0.21%
31/07/2017,1.2778,1.272,1.2787,1.2669,,0.40%
28/07/2017,1.2727,1.2607,1.2756,1.2595,,0.95%
27/07/2017,1.2607,1.2477,1.2645,1.2461,,1.05%
26/07/2017,1.2476,1.2407,1.2531,1.2394,,0.56%
25/07/2017,1.2407,1.2332,1.2413,1.2321,,0.60%
24/07/2017,1.2333,1.2281,1.2351,1.2279,,0.35%
21/07/2017,1.229,1.2345,1.2377,1.227,,-0.41%
20/07/2017,1.234,1.2438,1.2461,1.2321,,-0.80%
19/07/2017,1.2439,1.2453,1.2475,1.241,,-0.10%
18/07/2017,1.2451,1.2569,1.2586,1.2395,,-0.92%
17/07/2017,1.2567,1.2612,1.2641,1.2536,,-0.40%
14/07/2017,1.2618,1.2512,1.264,1.2504,,0.82%
13/07/2017,1.2515,1.2441,1.2529,1.2421,,0.63%
12/07/2017,1.2437,1.2382,1.2455,1.2338,,0.44%
11/07/2017,1.2383,1.2442,1.2526,1.2369,,-0.45%
10/07/2017,1.2439,1.242,1.247,1.2405,,0.09%
07/07/2017,1.2428,1.2458,1.2472,1.2395,,-0.25%
06/07/2017,1.2459,1.247,1.2522,1.2448,,-0.08%
05/07/2017,1.2469,1.2471,1.2512,1.2436,,-0.05%
04/07/2017,1.2475,1.2468,1.2501,1.2453,,0.06%
03/07/2017,1.2467,1.2469,1.2495,1.2446,,-0.14%
30/06/2017,1.2484,1.2434,1.2498,1.24,,0.40%
29/06/2017,1.2434,1.2399,1.2451,1.2394,,0.24%
28/06/2017,1.2404,1.2308,1.2449,1.2276,,0.78%
27/06/2017,1.2308,1.2373,1.2393,1.2286,,-0.49%
26/06/2017,1.2369,1.2338,1.2404,1.2329,,0.32%
23/06/2017,1.233,1.2326,1.2381,1.2316,,0.04%
22/06/2017,1.2325,1.2318,1.2346,1.2299,,0.02%
21/06/2017,1.2322,1.2315,1.2382,1.2264,,0.06%
20/06/2017,1.2315,1.2418,1.2442,1.2286,,-0.89%
19/06/2017,1.2425,1.245,1.2471,1.2389,,-0.14%
16/06/2017,1.2442,1.2437,1.2469,1.2424,,0.03%
15/06/2017,1.2438,1.2382,1.2472,1.2353,,0.44%
14/06/2017,1.2383,1.2357,1.2407,1.2324,,0.21%
13/06/2017,1.2357,1.2264,1.2365,1.2248,,0.77%
12/06/2017,1.2262,1.2343,1.2374,1.2241,,-0.77%
09/06/2017,1.2357,1.2533,1.2538,1.2252,,-1.37%
08/06/2017,1.2529,1.2504,1.2543,1.248,,0.18%
07/06/2017,1.2506,1.2421,1.2512,1.2411,,0.68%
06/06/2017,1.2422,1.2457,1.2479,1.2389,,-0.27%
05/06/2017,1.2456,1.2365,1.249,1.2362,,0.45%
02/06/2017,1.24,1.2516,1.2532,1.2394,,-0.90%
01/06/2017,1.2513,1.2472,1.2539,1.2437,,0.31%
31/05/2017,1.2474,1.2532,1.2545,1.2445,,-0.47%
30/05/2017,1.2533,1.2552,1.2597,1.2509,,-0.18%
29/05/2017,1.2556,1.2482,1.2559,1.2466,,0.64%
26/05/2017,1.2476,1.259,1.2599,1.245,,-0.91%
25/05/2017,1.259,1.2626,1.2636,1.2565,,-0.29%
24/05/2017,1.2627,1.2651,1.2693,1.2611,,-0.21%
23/05/2017,1.2653,1.2656,1.2664,1.259,,-0.02%
22/05/2017,1.2655,1.2647,1.2686,1.2602,,-0.17%
19/05/2017,1.2676,1.2677,1.2741,1.2664,,0.02%
18/05/2017,1.2674,1.2694,1.279,1.2627,,-0.18%
17/05/2017,1.2697,1.2739,1.2772,1.2675,,-0.31%
16/05/2017,1.2737,1.2851,1.2865,1.2722,,-0.86%
15/05/2017,1.2848,1.2896,1.2944,1.2837,,-0.40%
12/05/2017,1.2899,1.2986,1.2997,1.2864,,-0.68%
11/05/2017,1.2987,1.3057,1.3071,1.2956,,-0.51%
10/05/2017,1.3053,1.3028,1.3071,1.3013,,0.18%
09/05/2017,1.303,1.2927,1.3052,1.2912,,0.80%
08/05/2017,1.2926,1.2834,1.2932,1.2796,,0.89%
05/05/2017,1.2812,1.2748,1.2828,1.2729,,0.52%
04/05/2017,1.2746,1.2797,1.2815,1.274,,-0.41%
03/05/2017,1.2798,1.2829,1.2839,1.2769,,-0.24%
02/05/2017,1.2829,1.284,1.2861,1.2797,,-0.07%
01/05/2017,1.2838,1.2889,1.2893,1.2831,,-0.39%
28/04/2017,1.2888,1.283,1.2898,1.2799,,0.47%
27/04/2017,1.2828,1.2761,1.2857,1.2749,,0.56%
26/04/2017,1.2757,1.276,1.2793,1.2728,,-0.01%
25/04/2017,1.2758,1.2739,1.277,1.2717,,0.15%
24/04/2017,1.2739,1.2727,1.2775,1.269,,-0.16%
21/04/2017,1.2759,1.2791,1.2804,1.2744,,-0.30%
20/04/2017,1.2797,1.2759,1.2805,1.2735,,0.30%
19/04/2017,1.2759,1.2792,1.2828,1.2746,,-0.24%
18/04/2017,1.279,1.2616,1.2852,1.2549,,1.34%
17/04/2017,1.2621,1.2599,1.2634,1.2572,,0.23%
14/04/2017,1.2592,1.2581,1.2601,1.2557,,0.10%
13/04/2017,1.2579,1.2577,1.2611,1.2563,,0.00%
12/04/2017,1.2579,1.2581,1.2604,1.2557,,-0.04%
11/04/2017,1.2584,1.2523,1.2594,1.2495,,0.49%
10/04/2017,1.2523,1.2493,1.2536,1.2485,,0.30%
07/04/2017,1.2485,1.2529,1.2549,1.2461,,-0.37%
06/04/2017,1.2531,1.2545,1.2581,1.2496,,-0.10%
05/04/2017,1.2544,1.2464,1.2562,1.2449,,0.63%
04/04/2017,1.2466,1.2505,1.2521,1.2441,,-0.34%
03/04/2017,1.2508,1.2579,1.2588,1.2488,,-0.67%
31/03/2017,1.2593,1.2484,1.2595,1.2441,,0.86%
30/03/2017,1.2486,1.2388,1.249,1.2356,,0.77%
29/03/2017,1.2391,1.2353,1.2431,1.2285,,0.28%
28/03/2017,1.2356,1.2378,1.242,1.2304,,-0.19%
27/03/2017,1.238,1.2378,1.2414,1.2331,,0.13%
24/03/2017,1.2364,1.2436,1.2446,1.2362,,-0.59%
23/03/2017,1.2437,1.2378,1.2451,1.2365,,0.50%
22/03/2017,1.2375,1.24,1.2418,1.2296,,-0.23%
21/03/2017,1.2403,1.2342,1.2429,1.2317,,0.49%
20/03/2017,1.2342,1.2384,1.2401,1.231,,-0.28%
17/03/2017,1.2377,1.2314,1.2384,1.2287,,0.50%
16/03/2017,1.2315,1.2292,1.2337,1.2225,,0.16%
15/03/2017,1.2295,1.2277,1.2363,1.2256,,0.15%
14/03/2017,1.2276,1.2308,1.2318,1.2212,,-0.25%
13/03/2017,1.2307,1.2293,1.2371,1.2268,,0.01%
10/03/2017,1.2306,1.2317,1.2331,1.2268,,-0.06%
09/03/2017,1.2314,1.2344,1.2369,1.2289,,-0.28%
08/03/2017,1.2349,1.2363,1.238,1.2297,,-0.13%
07/03/2017,1.2365,1.238,1.2408,1.2346,,-0.15%
06/03/2017,1.2384,1.2391,1.2408,1.2358,,-0.04%
03/03/2017,1.2389,1.2433,1.2447,1.2349,,-0.32%
02/03/2017,1.2429,1.2401,1.2462,1.2386,,0.19%
01/03/2017,1.2405,1.2453,1.2506,1.2384,,-0.38%
28/02/2017,1.2452,1.2551,1.2563,1.2438,,-0.80%
27/02/2017,1.2552,1.2562,1.2575,1.2482,,-0.09%
24/02/2017,1.2563,1.2637,1.2651,1.253,,-0.55%
23/02/2017,1.2633,1.2591,1.2653,1.2563,,0.42%
22/02/2017,1.258,1.2591,1.2663,1.2561,,-0.10%
21/02/2017,1.2592,1.2488,1.2604,1.2484,,0.78%
20/02/2017,1.2495,1.2449,1.2529,1.2433,,0.37%
17/02/2017,1.2449,1.2455,1.2493,1.2378,,-0.02%
16/02/2017,1.2452,1.2525,1.2545,1.2439,,-0.59%
15/02/2017,1.2526,1.2547,1.2578,1.2503,,-0.16%
14/02/2017,1.2546,1.2602,1.2622,1.2508,,-0.38%
13/02/2017,1.2594,1.253,1.2611,1.2498,,0.57%
10/02/2017,1.2523,1.2524,1.2561,1.2478,,0.04%
09/02/2017,1.2518,1.2472,1.2571,1.2448,,0.37%
08/02/2017,1.2472,1.2476,1.2506,1.2431,,-0.06%
07/02/2017,1.248,1.2352,1.25,1.2341,,1.00%
06/02/2017,1.2356,1.2408,1.2448,1.2345,,-0.31%
03/02/2017,1.2395,1.2429,1.2467,1.2373,,-0.33%
02/02/2017,1.2436,1.2572,1.2594,1.2398,,-1.07%
01/02/2017,1.257,1.2438,1.2584,1.243,,1.00%
31/01/2017,1.2445,1.2421,1.2462,1.2344,,0.14%
30/01/2017,1.2427,1.2534,1.2577,1.2403,,-1.00%
27/01/2017,1.2553,1.2602,1.263,1.2524,,-0.31%
26/01/2017,1.2592,1.2634,1.2663,1.2545,,-0.29%
25/01/2017,1.2628,1.2535,1.2647,1.2518,,0.76%
24/01/2017,1.2533,1.2493,1.2538,1.2411,,0.33%
23/01/2017,1.2492,1.2392,1.2503,1.2378,,0.76%
20/01/2017,1.2398,1.2423,1.2438,1.2367,,-0.16%
19/01/2017,1.2418,1.2351,1.2458,1.2338,,0.56%
18/01/2017,1.2349,1.2428,1.2443,1.2293,,-0.67%
17/01/2017,1.2432,1.2182,1.2447,1.2149,,1.93%
16/01/2017,1.2197,1.2166,1.2247,1.2092,,-0.75%
13/01/2017,1.2289,1.2294,1.2351,1.2243,,-0.03%
12/01/2017,1.2293,1.2391,1.2404,1.2272,,-0.73%
11/01/2017,1.2383,1.2379,1.2408,1.2324,,0.01%
10/01/2017,1.2382,1.2349,1.2395,1.2263,,0.28%
09/01/2017,1.2347,1.2484,1.2489,1.2333,,-1.32%
06/01/2017,1.2512,1.2537,1.2561,1.2477,,-0.23%
05/01/2017,1.2541,1.2573,1.2604,1.2487,,-0.29%
04/01/2017,1.2578,1.2574,1.2628,1.2556,,0.04%
03/01/2017,1.2573,1.2566,1.2668,1.2552,,0.06%
02/01/2017,1.2565,1.2567,1.2613,1.2533,,-0.01%
30/12/2016,1.2566,1.2546,1.2605,1.237,,0.18%
29/12/2016,1.2544,1.2571,1.2598,1.2487,,-0.23%
28/12/2016,1.2573,1.2606,1.2634,1.2554,,-0.34%
27/12/2016,1.2616,1.2619,1.2645,1.2593,,-0.06%
26/12/2016,1.2623,1.2592,1.2655,1.2578,,0.02%
23/12/2016,1.262,1.2603,1.2635,1.2551,,0.17%
22/12/2016,1.2598,1.2679,1.2705,1.2587,,-0.69%
21/12/2016,1.2685,1.2734,1.2747,1.2647,,-0.29%
20/12/2016,1.2722,1.2742,1.2761,1.2685,,-0.13%
19/12/2016,1.2738,1.2833,1.2845,1.2652,,-0.66%
16/12/2016,1.2823,1.2806,1.2859,1.2762,,0.24%
15/12/2016,1.2792,1.2815,1.2898,1.2776,,-0.21%
14/12/2016,1.2819,1.2809,1.2881,1.2758,,0.05%
13/12/2016,1.2812,1.2845,1.2899,1.2792,,-0.26%
12/12/2016,1.2846,1.2798,1.2887,1.2762,,0.34%
09/12/2016,1.2803,1.2796,1.2856,1.2762,,0.09%
08/12/2016,1.2792,1.2721,1.2826,1.2704,,0.57%
07/12/2016,1.272,1.2813,1.2833,1.2683,,-0.68%
06/12/2016,1.2807,1.2821,1.2894,1.2784,,-0.06%
05/12/2016,1.2815,1.286,1.2922,1.2791,,-0.47%
02/12/2016,1.2875,1.273,1.2898,1.2707,,1.23%
01/12/2016,1.2718,1.2713,1.2873,1.2689,,-0.07%
30/11/2016,1.2727,1.2636,1.2752,1.259,,0.71%
29/11/2016,1.2637,1.2576,1.2702,1.2552,,0.47%
28/11/2016,1.2578,1.2636,1.2653,1.2547,,-0.53%
25/11/2016,1.2645,1.2667,1.2688,1.2566,,-0.16%
