Date,Price,Open,High,Low,Vol.,Change %
25/10/2018,1.1267,1.1309,1.1326,1.1255,,-0.35%
24/10/2018,1.1307,1.1316,1.1346,1.1298,,-0.09%
23/10/2018,1.1317,1.1307,1.1369,1.1299,,0.10%
22/10/2018,1.1306,1.1358,1.136,1.1288,,-0.41%
19/10/2018,1.1352,1.1367,1.1398,1.1318,,-0.12%
18/10/2018,1.1366,1.1401,1.1409,1.1353,,-0.32%
17/10/2018,1.1403,1.1389,1.1416,1.1353,,0.09%
16/10/2018,1.1393,1.1358,1.1427,1.1341,,0.30%
15/10/2018,1.1359,1.136,1.1386,1.1324,,-0.17%
12/10/2018,1.1378,1.1416,1.1436,1.1368,,-0.32%
11/10/2018,1.1415,1.1454,1.1464,1.1396,,-0.35%
10/10/2018,1.1455,1.144,1.1466,1.142,,0.14%
09/10/2018,1.1439,1.1391,1.1452,1.1374,,0.43%
08/10/2018,1.139,1.1381,1.1402,1.1355,,0.02%
05/10/2018,1.1388,1.1308,1.1397,1.1297,,0.71%
04/10/2018,1.1308,1.1274,1.1321,1.1264,,0.30%
03/10/2018,1.1274,1.1239,1.1292,1.1212,,0.31%
02/10/2018,1.1239,1.1267,1.1281,1.1217,,-0.23%
01/10/2018,1.1265,1.1227,1.1287,1.1212,,0.37%
28/09/2018,1.1224,1.1237,1.1275,1.1217,,-0.11%
27/09/2018,1.1236,1.1215,1.1259,1.1188,,0.18%
26/09/2018,1.1216,1.1204,1.1236,1.1175,,0.15%
25/09/2018,1.1199,1.1166,1.1211,1.1138,,0.27%
24/09/2018,1.1169,1.1131,1.1194,1.1111,,0.35%
21/09/2018,1.113,1.1265,1.1276,1.1113,,-1.21%
20/09/2018,1.1266,1.126,1.1304,1.1243,,0.05%
19/09/2018,1.126,1.1269,1.1287,1.1207,,-0.08%
18/09/2018,1.1269,1.1261,1.1275,1.1222,,0.06%
17/09/2018,1.1262,1.124,1.1269,1.1228,,0.24%
14/09/2018,1.1235,1.1214,1.1253,1.1195,,0.20%
13/09/2018,1.1213,1.1222,1.1247,1.1197,,-0.09%
